Inventory Level,Price,Discount,day,month,weekday,lag_1,lag_7,rolling_mean_7,rolling_mean_14,Units Sold
469,66.75,10,15,7,4,349.0,22.0,237.71428571428572,170.14285714285714,423
453,27.21,5,15,7,4,423.0,10.0,249.42857142857142,163.92857142857142,92
398,36.54,10,15,7,4,92.0,165.0,242.28571428571428,158.42857142857142,115
190,44.76,0,15,7,4,115.0,426.0,206.85714285714286,160.92857142857142,178
424,26.11,20,16,7,5,178.0,258.0,199.14285714285714,173.57142857142858,204
135,17.48,5,16,7,5,204.0,33.0,205.42857142857142,175.28571428571428,77
484,80.1,20,16,7,5,77.0,349.0,169.28571428571428,174.85714285714286,96
345,82.66,10,16,7,5,96.0,423.0,117.85714285714286,177.78571428571428,63
392,16.32,10,16,7,5,63.0,92.0,138.57142857142858,194.0,237
464,94.64,5,17,7,6,237.0,115.0,175.57142857142858,208.92857142857142,374
497,32.59,0,17,7,6,374.0,178.0,157.0,181.92857142857142,48
308,25.77,0,17,7,6,48.0,204.0,170.71428571428572,184.92857142857142,300
419,52.9,10,17,7,6,300.0,77.0,170.42857142857142,187.92857142857142,75
115,90.78,0,17,7,6,75.0,96.0,157.71428571428572,163.5,7
375,73.92,0,18,7,0,7.0,63.0,159.85714285714286,138.85714285714286,78
127,29.85,5,18,7,0,78.0,237.0,126.0,132.28571428571428,0
139,99.65,10,18,7,0,0.0,374.0,88.57142857142857,132.07142857142858,112
394,95.18,0,18,7,0,112.0,48.0,117.42857142857143,137.21428571428572,250
213,32.07,20,18,7,0,250.0,300.0,98.42857142857143,134.57142857142858,167
275,41.77,0,19,7,1,167.0,75.0,89.28571428571429,129.85714285714286,11
402,60.84,5,19,7,1,11.0,7.0,134.0,145.85714285714286,320
429,58.55,0,19,7,1,320.0,78.0,129.85714285714286,144.85714285714286,49
373,10.68,0,19,7,1,49.0,0.0,136.14285714285714,131.07142857142858,44
477,72.48,15,19,7,1,44.0,112.0,169.0,128.78571428571428,342
314,11.89,15,20,7,2,342.0,250.0,152.57142857142858,135.0,135
396,71.18,0,20,7,2,135.0,167.0,166.85714285714286,132.64285714285714,267
108,98.34,10,20,7,2,267.0,11.0,176.57142857142858,132.92857142857142,79
477,83.87,0,20,7,2,79.0,320.0,143.85714285714286,138.92857142857142,91
154,28.94,20,20,7,2,91.0,49.0,143.14285714285714,136.5,44
472,29.51,5,21,7,3,44.0,44.0,179.0,157.57142857142858,295
453,70.95,15,21,7,3,295.0,342.0,165.28571428571428,167.14285714285714,246
462,88.01,10,21,7,3,246.0,135.0,180.71428571428572,166.64285714285714,243
225,12.98,5,21,7,3,243.0,267.0,152.14285714285714,159.5,67
385,66.61,5,21,7,3,67.0,79.0,180.0,178.28571428571428,274
56,76.89,10,22,7,4,274.0,91.0,174.71428571428572,159.28571428571428,54
240,69.96,15,22,7,4,54.0,44.0,199.85714285714286,171.5,220
293,23.53,20,22,7,4,220.0,295.0,174.85714285714286,176.92857142857142,120
94,18.31,15,22,7,4,120.0,246.0,143.0,154.14285714285714,23
279,51.78,10,22,7,4,23.0,243.0,128.42857142857142,154.57142857142858,141
226,88.97,5,23,7,5,141.0,67.0,139.57142857142858,145.85714285714286,145
80,69.21,0,23,7,5,145.0,274.0,107.57142857142857,143.78571428571428,50
166,45.39,10,23,7,5,50.0,54.0,118.42857142857143,146.57142857142858,130
250,93.39,5,23,7,5,130.0,220.0,119.57142857142857,159.71428571428572,228
177,82.91,15,23,7,5,228.0,120.0,113.28571428571429,144.07142857142858,76
68,74.88,15,24,7,6,76.0,23.0,117.85714285714286,130.42857142857142,55
64,49.47,10,24,7,6,55.0,141.0,98.85714285714286,113.64285714285714,8
330,35.35,0,24,7,6,8.0,145.0,95.14285714285714,117.35714285714286,119
383,94.06,20,24,7,6,119.0,50.0,122.85714285714286,115.21428571428571,244
470,13.4,20,24,7,6,244.0,130.0,143.57142857142858,131.0,275
176,12.27,15,25,7,0,275.0,228.0,131.14285714285714,125.35714285714286,141
213,71.9,10,25,7,0,141.0,76.0,139.57142857142858,126.42857142857143,135
310,60.11,5,25,7,0,135.0,55.0,167.85714285714286,142.85714285714286,253
210,32.48,0,25,7,0,253.0,8.0,186.42857142857142,142.64285714285714,138
138,74.61,5,25,7,0,138.0,119.0,187.14285714285714,141.14285714285714,124
127,89.75,10,26,7,1,124.0,244.0,169.85714285714286,146.35714285714286,123
228,52.21,0,26,7,1,123.0,275.0,152.57142857142858,148.07142857142858,154
382,79.75,5,26,7,1,154.0,141.0,172.85714285714286,152.0,283
198,69.0,15,26,7,1,283.0,135.0,169.0,154.28571428571428,108
170,86.6,0,26,7,1,108.0,253.0,146.0,156.92857142857142,92
414,29.67,0,27,7,2,92.0,138.0,169.85714285714286,178.14285714285714,305
328,63.31,5,27,7,2,305.0,124.0,184.85714285714286,186.0,229
271,65.76,5,27,7,2,229.0,123.0,192.14285714285714,181.0,174
364,41.27,5,27,7,2,174.0,154.0,195.71428571428572,174.14285714285714,179
156,74.87,0,27,7,2,179.0,283.0,158.14285714285714,165.5,20
493,98.06,15,28,7,3,20.0,108.0,161.85714285714286,165.42857142857142,134
230,45.85,10,28,7,3,134.0,92.0,175.28571428571428,160.64285714285714,186
348,65.9,15,28,7,3,186.0,305.0,154.85714285714286,162.35714285714286,162
466,19.71,5,28,7,3,162.0,229.0,122.57142857142857,153.71428571428572,3
487,86.14,20,28,7,3,3.0,174.0,146.28571428571428,169.21428571428572,340
129,13.87,10,29,7,4,340.0,179.0,134.28571428571428,165.0,95
349,54.71,0,29,7,4,95.0,20.0,145.42857142857142,151.78571428571428,98
449,96.51,0,29,7,4,98.0,134.0,140.14285714285714,151.0,97
436,47.24,10,29,7,4,97.0,186.0,147.28571428571428,161.28571428571428,236
445,18.42,20,29,7,4,236.0,162.0,177.0,165.92857142857142,370
201,80.8,0,30,7,5,370.0,3.0,202.85714285714286,162.71428571428572,184
454,33.59,5,30,7,5,184.0,340.0,204.85714285714286,175.57142857142858,354
492,21.45,5,30,7,5,354.0,95.0,242.85714285714286,188.57142857142858,361
51,70.73,5,30,7,5,361.0,98.0,232.71428571428572,189.07142857142858,27
82,13.03,5,30,7,5,27.0,97.0,220.71428571428572,180.42857142857142,13
157,76.64,10,31,7,6,13.0,236.0,203.57142857142858,175.42857142857142,116
95,55.4,0,31,7,6,116.0,370.0,161.28571428571428,169.14285714285714,74
416,44.05,15,31,7,6,74.0,184.0,156.14285714285714,179.5,148
369,58.99,0,31,7,6,148.0,354.0,131.28571428571428,168.07142857142858,180
393,10.84,20,31,7,6,180.0,361.0,112.57142857142857,177.71428571428572,230
266,18.28,20,1,8,0,230.0,27.0,116.85714285714286,174.78571428571428,57
444,59.96,0,1,8,0,57.0,13.0,154.28571428571428,187.5,275
350,43.77,10,1,8,0,275.0,116.0,138.14285714285714,170.85714285714286,3
156,80.05,20,1,8,0,3.0,74.0,142.14285714285714,151.71428571428572,102
74,41.47,20,1,8,0,102.0,148.0,122.28571428571429,139.21428571428572,9
362,51.63,0,2,8,1,9.0,180.0,128.71428571428572,130.0,225
452,34.23,0,2,8,1,225.0,230.0,96.14285714285714,104.35714285714286,2
245,30.83,20,2,8,1,2.0,57.0,91.57142857142857,104.21428571428571,25
379,91.43,0,2,8,1,25.0,275.0,53.857142857142854,104.07142857142857,11
187,36.99,15,2,8,1,11.0,3.0,59.857142857142854,99.0,45
393,30.13,10,3,8,2,45.0,102.0,54.285714285714285,98.21428571428571,63
494,55.62,15,3,8,2,63.0,9.0,105.85714285714286,114.07142857142857,370
408,51.97,15,3,8,2,370.0,225.0,93.0,110.85714285714286,135
257,77.87,0,3,8,2,135.0,2.0,104.57142857142857,100.35714285714286,83
398,41.41,5,3,8,2,83.0,25.0,150.71428571428572,121.14285714285714,348
177,29.3,5,4,8,3,348.0,11.0,149.57142857142858,101.71428571428571,3
383,27.02,0,4,8,3,3.0,45.0,143.42857142857142,101.64285714285714,2
393,33.93,5,4,8,3,2.0,63.0,161.57142857142858,107.92857142857143,190
108,69.98,5,4,8,3,190.0,370.0,121.71428571428571,113.78571428571429,91
328,85.37,0,4,8,3,91.0,135.0,116.85714285714286,104.92857142857143,101
83,30.66,5,5,8,4,101.0,83.0,107.57142857142857,106.07142857142857,18
363,44.5,10,5,8,4,18.0,348.0,72.28571428571429,111.5,101
172,56.04,10,5,8,4,101.0,3.0,77.0,113.28571428571429,36
402,24.06,5,5,8,4,36.0,2.0,134.0,138.71428571428572,401
495,67.75,15,5,8,4,401.0,190.0,124.42857142857143,143.0,123
220,59.52,0,6,8,5,123.0,91.0,122.42857142857143,122.07142857142857,77
326,73.82,5,6,8,5,77.0,101.0,111.14285714285714,114.0,22
71,30.91,5,6,8,5,22.0,18.0,108.57142857142857,108.07142857142857,0
470,71.64,20,6,8,5,0.0,101.0,124.0,98.14285714285714,209
277,19.39,15,6,8,5,209.0,36.0,126.85714285714286,101.92857142857143,56
329,85.47,5,7,8,6,56.0,401.0,69.71428571428571,101.85714285714286,1
103,42.95,20,7,8,6,1.0,123.0,55.285714285714285,89.85714285714286,22
113,79.35,10,7,8,6,22.0,77.0,48.57142857142857,85.5,30
263,81.46,10,7,8,6,30.0,22.0,80.85714285714286,96.0,248
366,57.27,5,7,8,6,248.0,0.0,103.28571428571429,105.92857142857143,157
307,31.14,20,8,8,0,157.0,209.0,105.14285714285714,114.57142857142857,222
399,97.22,20,8,8,0,222.0,56.0,149.14285714285714,138.0,364
122,40.49,15,8,8,0,364.0,1.0,154.0,111.85714285714286,35
339,97.58,5,8,8,0,35.0,22.0,187.71428571428572,121.5,258
172,79.68,15,8,8,0,258.0,30.0,202.0,125.28571428571429,130
320,16.41,20,9,8,1,130.0,248.0,174.0,127.42857142857143,52
262,46.47,15,9,8,1,52.0,157.0,159.42857142857142,131.35714285714286,55
474,45.6,5,9,8,1,55.0,222.0,143.42857142857142,124.28571428571429,110
444,24.09,15,9,8,1,110.0,364.0,93.14285714285714,121.14285714285714,12
251,16.72,0,9,8,1,12.0,35.0,108.57142857142857,131.28571428571428,143
384,41.19,0,10,8,2,143.0,258.0,99.85714285714286,143.78571428571428,197
193,94.69,5,10,8,2,197.0,130.0,104.0,153.0,159
322,81.47,0,10,8,2,159.0,52.0,128.42857142857142,151.21428571428572,223
335,76.92,0,10,8,2,223.0,55.0,153.28571428571428,156.35714285714286,229
338,99.71,5,10,8,2,229.0,110.0,144.42857142857142,143.92857142857142,48
88,36.32,15,11,8,3,48.0,12.0,150.57142857142858,121.85714285714286,55
485,51.3,10,11,8,3,55.0,143.0,166.71428571428572,137.64285714285714,256
426,56.07,0,11,8,3,256.0,197.0,173.14285714285714,136.5,242
78,13.56,15,11,8,3,242.0,159.0,156.14285714285714,130.07142857142858,40
176,62.58,0,11,8,3,40.0,223.0,146.0,137.21428571428572,152
248,66.23,20,12,8,4,152.0,229.0,138.71428571428572,146.0,178
198,59.27,20,12,8,4,178.0,48.0,156.57142857142858,150.5,173
223,28.42,15,12,8,4,173.0,55.0,177.0,163.78571428571428,198
381,18.65,20,12,8,4,198.0,256.0,142.85714285714286,154.78571428571428,17
451,22.63,0,12,8,4,17.0,242.0,137.28571428571428,155.21428571428572,203
435,86.35,10,13,8,5,203.0,40.0,193.28571428571428,174.71428571428572,432
332,45.79,10,13,8,5,432.0,152.0,183.28571428571428,164.64285714285714,82
352,17.0,5,13,8,5,82.0,178.0,201.42857142857142,170.07142857142858,305
119,28.24,5,13,8,5,305.0,173.0,185.85714285714286,171.21428571428572,64
374,83.04,0,13,8,5,64.0,198.0,176.14285714285714,176.57142857142858,130
107,85.8,15,14,8,6,130.0,17.0,182.14285714285714,162.5,59
170,45.21,20,14,8,6,59.0,203.0,175.57142857142858,156.42857142857142,157
83,82.22,10,14,8,6,157.0,432.0,125.0,159.14285714285714,78
251,41.66,0,14,8,6,78.0,82.0,113.28571428571429,148.28571428571428,0
417,53.92,20,14,8,6,0.0,305.0,103.71428571428571,152.57142857142858,238
94,27.41,0,15,8,0,238.0,64.0,95.71428571428571,140.78571428571428,8
213,64.99,20,15,8,0,8.0,130.0,90.14285714285714,133.14285714285714,91
203,15.91,15,15,8,0,91.0,59.0,97.28571428571429,139.71428571428572,109
373,50.39,5,15,8,0,109.0,157.0,120.57142857142857,148.07142857142858,320
68,14.23,5,15,8,0,320.0,78.0,112.57142857142857,118.78571428571429,22
131,48.28,5,16,8,1,22.0,0.0,125.42857142857143,119.35714285714286,90
232,89.6,0,16,8,1,90.0,238.0,101.0,102.35714285714286,67
381,14.03,5,16,8,1,67.0,8.0,105.14285714285714,100.42857142857143,37
309,86.95,20,16,8,1,37.0,91.0,130.28571428571428,110.21428571428571,267
190,81.17,10,16,8,1,267.0,109.0,132.57142857142858,114.92857142857143,125
420,23.88,5,17,8,2,125.0,320.0,142.28571428571428,131.42857142857142,388
167,48.59,15,17,8,2,388.0,22.0,157.28571428571428,134.92857142857142,127
102,25.56,10,17,8,2,127.0,90.0,152.14285714285714,138.78571428571428,54
263,46.72,20,17,8,2,54.0,67.0,174.14285714285714,137.57142857142858,221
289,46.81,15,17,8,2,221.0,37.0,197.57142857142858,151.35714285714286,201
50,26.14,5,18,8,3,201.0,267.0,165.0,147.64285714285714,39
437,74.75,10,18,8,3,39.0,125.0,159.0,145.78571428571428,83
488,13.42,20,18,8,3,83.0,388.0,149.57142857142858,145.92857142857142,322
147,61.45,5,18,8,3,322.0,127.0,149.85714285714286,153.57142857142858,129
218,50.68,5,18,8,3,129.0,54.0,152.14285714285714,152.14285714285714,70
221,76.1,20,19,8,4,70.0,221.0,148.42857142857142,161.28571428571428,195
161,99.15,15,19,8,4,195.0,201.0,128.0,162.78571428571428,58
322,86.14,5,19,8,4,58.0,39.0,140.71428571428572,152.85714285714286,128
82,71.06,0,19,8,4,128.0,83.0,136.0,147.5,50
499,57.54,0,19,8,4,50.0,322.0,130.42857142857142,140.0,283
103,55.58,15,20,8,5,283.0,129.0,121.57142857142857,135.71428571428572,67
180,71.92,15,20,8,5,67.0,70.0,130.57142857142858,141.35714285714286,133
264,28.21,5,20,8,5,133.0,195.0,107.0,127.71428571428571,30
459,48.74,15,20,8,5,30.0,58.0,122.14285714285714,125.07142857142857,164
93,90.78,0,20,8,5,164.0,128.0,110.71428571428571,125.71428571428571,48
497,19.27,5,21,8,6,48.0,50.0,108.85714285714286,122.42857142857143,37
104,19.02,15,21,8,6,37.0,283.0,74.57142857142857,102.5,43
101,98.35,0,21,8,6,43.0,67.0,66.14285714285714,93.85714285714286,8
484,97.13,10,21,8,6,8.0,133.0,83.71428571428571,107.14285714285714,256
430,37.47,5,21,8,6,256.0,30.0,104.57142857142857,105.78571428571429,176
90,34.71,5,22,8,0,176.0,164.0,84.0,103.07142857142857,20
438,49.17,20,22,8,0,20.0,48.0,121.85714285714286,116.28571428571429,313
420,40.77,0,22,8,0,313.0,37.0,136.71428571428572,122.78571428571429,141
138,34.79,5,22,8,0,141.0,43.0,133.28571428571428,103.92857142857143,19
213,99.95,15,22,8,0,19.0,8.0,146.85714285714286,106.5,103
247,14.04,0,23,8,1,103.0,256.0,122.14285714285714,102.92857142857143,83
112,92.75,15,23,8,1,83.0,176.0,107.28571428571429,105.92857142857143,72
159,61.29,5,23,8,1,72.0,20.0,115.14285714285714,99.57142857142857,75
486,90.43,20,23,8,1,75.0,313.0,88.0,104.92857142857143,123
300,81.55,0,23,8,1,123.0,141.0,78.14285714285714,107.42857142857143,72
433,63.5,10,24,8,2,72.0,19.0,76.85714285714286,105.07142857142857,10
97,40.83,0,24,8,2,10.0,103.0,72.0,109.42857142857143,69
201,61.56,10,24,8,2,69.0,83.0,78.14285714285714,100.14285714285714,126
186,16.27,15,24,8,2,126.0,72.0,76.14285714285714,91.71428571428571,58
429,62.71,20,24,8,2,58.0,75.0,80.42857142857143,97.78571428571429,105
448,44.43,15,25,8,3,105.0,123.0,91.57142857142857,89.78571428571429,201
405,94.84,5,25,8,3,201.0,72.0,133.57142857142858,105.85714285714286,366
372,92.0,10,25,8,3,366.0,10.0,161.71428571428572,119.28571428571429,207
135,67.68,20,25,8,3,207.0,69.0,152.0,112.0,1
418,78.42,0,25,8,3,1.0,126.0,175.57142857142858,126.85714285714286,291
52,62.18,15,26,8,4,291.0,58.0,174.14285714285714,125.14285714285714,48
184,20.6,20,26,8,4,48.0,105.0,184.42857142857142,132.42857142857142,177
233,55.61,15,26,8,4,177.0,201.0,169.14285714285714,130.35714285714286,94
302,28.23,20,26,8,4,94.0,366.0,123.28571428571429,128.42857142857142,45
253,39.66,15,26,8,4,45.0,207.0,98.71428571428571,130.21428571428572,35
492,16.55,5,27,8,5,35.0,1.0,103.28571428571429,127.64285714285714,33
330,10.49,10,27,8,5,33.0,291.0,70.85714285714286,123.21428571428571,64
397,71.03,0,27,8,5,64.0,48.0,79.71428571428571,126.92857142857143,110
57,74.66,15,27,8,5,110.0,177.0,60.714285714285715,122.57142857142857,44
387,52.3,15,27,8,5,44.0,94.0,96.42857142857143,132.78571428571428,344
367,69.02,5,28,8,6,344.0,45.0,102.0,112.64285714285714,84
235,24.81,5,28,8,6,84.0,35.0,124.71428571428571,111.71428571428571,194
311,99.23,20,28,8,6,194.0,33.0,128.85714285714286,116.07142857142857,62
277,47.13,0,28,8,6,62.0,64.0,124.42857142857143,97.64285714285714,33
298,66.95,0,28,8,6,33.0,110.0,123.42857142857143,101.57142857142857,103
65,57.18,0,29,8,0,103.0,44.0,124.85714285714286,92.78571428571429,54
85,41.82,5,29,8,0,54.0,344.0,85.0,90.71428571428571,65
335,97.22,0,29,8,0,65.0,84.0,100.57142857142857,101.28571428571429,193
320,63.41,10,29,8,0,193.0,194.0,81.14285714285714,102.92857142857143,58
475,35.52,20,29,8,0,58.0,62.0,107.71428571428571,118.28571428571429,248
211,29.94,20,30,8,1,248.0,33.0,116.71428571428571,120.57142857142857,96
113,57.6,20,30,8,1,96.0,103.0,103.57142857142857,113.5,11
210,21.27,0,30,8,1,11.0,54.0,101.57142857142857,113.21428571428571,40
321,56.99,15,30,8,1,40.0,65.0,118.71428571428571,101.85714285714286,185
288,18.7,5,30,8,1,185.0,193.0,122.57142857142857,111.57142857142857,220
135,42.57,5,31,8,2,220.0,58.0,130.42857142857142,105.78571428571429,113
63,72.05,5,31,8,2,113.0,248.0,98.28571428571429,103.0,23
159,56.23,10,31,8,2,23.0,96.0,98.28571428571429,107.5,96
425,85.76,5,31,8,2,96.0,11.0,143.0,123.28571428571429,324
253,44.68,0,31,8,2,324.0,40.0,165.85714285714286,133.71428571428572,200
229,61.2,0,1,9,3,200.0,185.0,150.57142857142858,134.64285714285714,78
273,45.25,20,1,9,3,78.0,220.0,132.28571428571428,127.42857142857143,92
247,12.29,0,1,9,3,92.0,113.0,146.14285714285714,138.28571428571428,210
344,54.66,0,1,9,3,210.0,23.0,144.0,121.14285714285714,8
303,61.68,5,1,9,3,8.0,96.0,139.71428571428572,119.0,66
403,57.33,10,2,9,4,66.0,324.0,95.14285714285714,119.07142857142857,12
87,71.11,15,2,9,4,12.0,200.0,68.57142857142857,117.21428571428571,14
405,98.62,15,2,9,4,14.0,78.0,98.42857142857143,124.5,287
492,73.23,0,2,9,4,287.0,92.0,123.42857142857143,127.85714285714286,267
154,80.14,15,2,9,4,267.0,210.0,93.71428571428571,119.92857142857143,2
226,26.85,10,3,9,5,2.0,8.0,117.14285714285714,130.57142857142858,172
115,87.33,5,3,9,5,172.0,66.0,108.28571428571429,124.0,4
472,66.07,10,3,9,5,4.0,12.0,168.42857142857142,131.78571428571428,433
372,37.17,15,3,9,5,433.0,14.0,208.28571428571428,138.42857142857142,293
414,36.2,20,3,9,5,293.0,287.0,183.28571428571428,140.85714285714286,112
473,38.9,0,4,9,6,112.0,267.0,208.0,165.71428571428572,440
440,99.11,5,4,9,6,440.0,2.0,237.85714285714286,165.78571428571428,211
230,69.73,10,4,9,6,211.0,172.0,246.14285714285714,181.64285714285714,230
81,90.9,20,4,9,6,230.0,4.0,254.42857142857142,181.35714285714286,62
439,28.67,10,4,9,6,62.0,433.0,226.28571428571428,197.35714285714286,236
410,21.89,15,5,9,0,236.0,293.0,233.85714285714286,221.07142857142858,346
355,70.15,15,5,9,0,346.0,112.0,232.28571428571428,207.78571428571428,101
141,80.01,15,5,9,0,101.0,440.0,188.42857142857142,198.21428571428572,133
414,26.38,0,5,9,0,133.0,211.0,187.0,212.42857142857142,201
149,77.88,20,5,9,0,201.0,230.0,174.0,210.07142857142858,139
497,63.61,20,6,9,1,139.0,62.0,187.57142857142858,221.0,157
138,47.04,10,6,9,1,157.0,236.0,163.85714285714286,195.07142857142858,70
380,14.18,20,6,9,1,70.0,346.0,143.28571428571428,188.57142857142858,202
272,84.83,0,6,9,1,202.0,101.0,129.0,180.64285714285714,1
440,83.89,10,6,9,1,1.0,133.0,162.14285714285714,175.28571428571428,365
348,44.32,15,7,9,2,365.0,201.0,157.14285714285714,172.07142857142858,166
129,39.59,0,7,9,2,166.0,139.0,153.57142857142858,163.78571428571428,114
291,30.47,10,7,9,2,114.0,157.0,154.42857142857142,171.0,163
70,20.39,0,7,9,2,163.0,70.0,147.85714285714286,155.85714285714286,24
324,88.83,5,7,9,2,24.0,202.0,126.42857142857143,134.85714285714286,52
410,46.46,15,8,9,3,52.0,1.0,171.0,150.0,313
394,59.61,5,8,9,3,313.0,365.0,155.71428571428572,158.92857142857142,258
157,63.5,15,8,9,3,258.0,166.0,150.71428571428572,153.92857142857142,131
184,57.61,20,8,9,3,131.0,114.0,145.14285714285714,149.35714285714286,75
72,26.63,5,8,9,3,75.0,163.0,131.28571428571428,142.85714285714286,66
65,81.4,15,9,9,4,66.0,24.0,128.0,137.92857142857142,1
117,83.11,10,9,9,4,1.0,52.0,127.71428571428571,127.07142857142857,50
75,93.75,15,9,9,4,50.0,313.0,92.0,131.5,63
373,11.48,0,9,9,4,63.0,258.0,79.85714285714286,117.78571428571429,173
190,29.68,0,9,9,4,173.0,131.0,68.14285714285714,109.42857142857143,49
123,13.85,20,10,9,5,49.0,75.0,71.85714285714286,108.5,101
370,30.55,20,10,9,5,101.0,66.0,104.28571428571429,117.78571428571429,293
98,87.53,5,10,9,5,293.0,1.0,105.0,116.5,6
160,41.76,15,10,9,5,6.0,50.0,111.71428571428571,119.71428571428571,97
150,88.52,0,10,9,5,97.0,63.0,108.14285714285714,100.07142857142857,38
95,58.06,5,11,9,6,38.0,173.0,90.57142857142857,85.21428571428571,50
231,54.25,20,11,9,6,50.0,49.0,96.57142857142857,82.35714285714286,91
54,58.28,5,11,9,6,91.0,101.0,83.0,77.42857142857143,6
323,96.93,20,11,9,6,6.0,293.0,65.42857142857143,84.85714285714286,170
322,84.35,20,11,9,6,170.0,6.0,84.0,94.5,136
351,25.36,20,12,9,0,136.0,97.0,73.57142857142857,92.64285714285714,24
185,83.28,10,12,9,0,24.0,38.0,72.42857142857143,90.28571428571429,30
138,47.4,0,12,9,0,30.0,50.0,72.85714285714286,81.71428571428571,53
180,54.09,5,12,9,0,53.0,91.0,60.857142857142854,78.71428571428571,7
65,98.16,0,12,9,0,7.0,6.0,68.14285714285714,75.57142857142857,57
178,80.96,5,13,9,1,57.0,170.0,60.285714285714285,62.857142857142854,115
304,11.89,10,13,9,1,115.0,136.0,57.142857142857146,70.57142857142857,114
209,11.25,5,13,9,1,114.0,24.0,79.71428571428571,76.64285714285714,182
212,93.52,20,13,9,1,182.0,30.0,77.42857142857143,74.92857142857143,14
469,46.0,15,13,9,1,14.0,53.0,112.42857142857143,92.64285714285714,298
237,18.78,15,14,9,2,298.0,7.0,126.57142857142857,93.71428571428571,106
260,62.17,20,14,9,2,106.0,57.0,154.28571428571428,111.21428571428571,251
343,85.98,15,14,9,2,251.0,115.0,175.14285714285714,117.71428571428571,261
164,89.3,0,14,9,2,261.0,114.0,161.85714285714286,109.5,21
94,56.01,20,14,9,2,21.0,182.0,137.57142857142858,108.64285714285714,12
297,46.59,15,15,9,3,12.0,14.0,137.28571428571428,107.35714285714286,12
377,23.84,5,15,9,3,12.0,298.0,136.14285714285714,124.28571428571429,290
164,89.18,10,15,9,3,290.0,106.0,132.0,129.28571428571428,77
121,53.46,20,15,9,3,77.0,251.0,104.42857142857143,129.35714285714286,58
182,63.89,5,15,9,3,58.0,261.0,78.85714285714286,127.0,82
145,43.49,20,16,9,4,82.0,21.0,95.42857142857143,128.64285714285714,137
215,29.67,0,16,9,4,137.0,12.0,110.0,123.78571428571429,114
96,35.83,0,16,9,4,114.0,12.0,118.0,127.64285714285714,68
448,77.35,5,16,9,4,68.0,290.0,124.71428571428571,130.42857142857142,337
329,48.33,0,16,9,4,337.0,77.0,160.71428571428572,146.35714285714286,329
90,67.06,10,17,9,5,329.0,58.0,156.14285714285714,130.28571428571428,26
58,56.83,15,17,9,5,26.0,82.0,148.42857142857142,113.64285714285714,28
429,25.49,20,17,9,5,28.0,137.0,137.28571428571428,116.35714285714286,59
424,58.57,10,17,9,5,59.0,114.0,148.14285714285714,129.07142857142858,190
89,40.31,5,17,9,5,190.0,68.0,150.14285714285714,134.07142857142858,82
127,29.47,20,18,9,6,82.0,337.0,102.14285714285714,113.42857142857143,1
135,62.23,10,18,9,6,1.0,329.0,57.57142857142857,109.14285714285714,17
192,20.27,20,18,9,6,17.0,26.0,57.857142857142854,107.0,28
204,14.89,0,18,9,6,28.0,28.0,55.142857142857146,101.78571428571429,9
165,73.01,5,18,9,6,9.0,59.0,53.857142857142854,95.57142857142857,50
318,72.85,10,19,9,0,50.0,190.0,30.714285714285715,89.42857142857143,28
85,15.43,15,19,9,0,28.0,82.0,19.428571428571427,84.78571428571429,3
418,72.13,15,19,9,0,3.0,1.0,76.85714285714286,89.5,403
140,86.58,10,19,9,0,403.0,17.0,90.57142857142857,74.07142857142857,113
153,79.15,5,19,9,0,113.0,28.0,95.85714285714286,76.85714285714286,65
287,45.55,5,20,9,1,65.0,9.0,99.71428571428571,77.42857142857143,36
340,31.36,5,20,9,1,36.0,50.0,107.42857142857143,80.64285714285714,104
295,88.91,0,20,9,1,104.0,28.0,130.85714285714286,80.78571428571429,192
71,44.93,5,20,9,1,192.0,3.0,138.71428571428572,79.07142857142857,58
189,61.16,10,20,9,1,58.0,403.0,95.42857142857143,86.14285714285714,100
240,67.41,15,21,9,2,100.0,113.0,88.71428571428571,89.64285714285714,66
218,16.95,5,21,9,2,66.0,65.0,104.71428571428571,100.28571428571429,177
83,41.28,15,21,9,2,177.0,36.0,103.42857142857143,101.57142857142857,27
111,93.94,20,21,9,2,27.0,104.0,89.14285714285714,98.28571428571429,4
279,93.48,20,21,9,2,4.0,192.0,67.85714285714286,99.35714285714286,43
344,36.6,15,22,9,3,43.0,58.0,87.57142857142857,113.14285714285714,196
200,18.73,5,22,9,3,196.0,100.0,81.14285714285714,88.28571428571429,55
131,84.78,5,22,9,3,55.0,66.0,89.14285714285714,88.92857142857143,122
398,79.57,0,22,9,3,122.0,177.0,66.0,85.35714285714286,15
340,94.69,5,22,9,3,15.0,27.0,106.85714285714286,105.14285714285714,313
473,90.84,15,23,9,4,313.0,4.0,133.57142857142858,111.35714285714286,191
224,21.67,15,23,9,4,191.0,43.0,150.0,108.92857142857143,158
489,47.21,20,23,9,4,158.0,196.0,129.85714285714286,108.71428571428571,55
365,73.87,0,23,9,4,55.0,55.0,159.57142857142858,120.35714285714286,263
478,86.74,0,23,9,4,263.0,122.0,206.57142857142858,147.85714285714286,451
122,22.8,5,24,9,5,451.0,15.0,206.57142857142858,136.28571428571428,15
419,93.31,20,24,9,5,15.0,313.0,197.57142857142858,152.21428571428572,250
121,22.51,0,24,9,5,250.0,191.0,170.42857142857142,152.0,1
479,24.31,5,24,9,5,1.0,158.0,205.42857142857142,177.71428571428572,403
